image_id,sun_azimuth_angle,current_sub_label,global_prob,center_zoom_prob,delta_i,physics_pred,gated_refined_label,is_flipped
eval_00075.png,103.64,1,0.6244,0.4882,0.0021,1,1,0
eval_00076.png,124.68,1,0.8074,0.7312,-0.0295,0,1,0
eval_00077.png,183.96,1,0.9048,0.6735,-0.0195,0,1,0
eval_00078.png,116.05,1,0.5657,0.551,0.1194,1,1,0
eval_00079.png,154.85,1,0.7309,0.7318,-0.0245,0,1,0
eval_00080.png,192.52,1,0.8603,0.8693,0.0853,1,1,0
eval_00081.png,170.02,1,0.7215,0.4989,0.0154,1,1,0
eval_00082.png,124.52,1,0.8249,0.6284,0.0005,1,1,0
eval_00083.png,209.21,1,0.7175,0.7191,-0.2014,0,1,0
eval_00084.png,98.66,1,0.6837,0.6354,-0.0032,0,1,0
eval_00085.png,23.99,1,0.6844,0.7136,-0.0778,0,1,0
eval_00086.png,59.54,1,0.8851,0.8107,-0.0387,0,1,0
eval_00087.png,35.91,1,0.6259,0.5805,-0.0262,0,1,0
eval_00088.png,177.16,1,0.6203,0.5486,-0.0338,0,1,0
eval_00089.png,150.38,1,0.9011,0.7038,-0.0277,0,1,0
eval_00090.png,154.56,1,0.7999,0.6751,0.2605,1,1,0
eval_00091.png,66.65,1,0.6684,0.6808,0.2882,1,1,0
eval_00092.png,54.74,1,0.7707,0.5645,-0.0647,0,1,0
eval_00093.png,168.01,1,0.7425,0.6479,0.1846,1,1,0
eval_00094.png,160.68,1,0.6422,0.6609,0.1634,1,1,0
eval_00095.png,339.28,0,0.3427,0.3274,0.0088,1,0,0
eval_00096.png,77.92,1,0.5857,0.4466,-0.0367,0,0,1
eval_00097.png,171.06,1,0.6623,0.5725,-0.032,0,1,0
eval_00098.png,353.36,0,0.1416,0.1319,-0.278,0,0,0
eval_00099.png,352.53,1,0.6543,0.738,0.0152,1,1,0
eval_00100.png,217.94,1,0.783,0.761,0.0906,1,1,0
eval_00101.png,132.05,1,0.7961,0.8291,0.0992,1,1,0
eval_00102.png,153.16,1,0.776,0.7418,0.3731,1,1,0
eval_00103.png,95.73,1,0.6674,0.6585,0.0527,1,1,0
eval_00104.png,184.14,1,0.654,0.799,0.3095,1,1,0
eval_00105.png,106.58,1,0.6499,0.7988,0.0084,1,1,0
eval_00106.png,136.94,1,0.793,0.5997,0.0149,1,1,0
eval_00107.png,146.33,1,0.6633,0.6226,0.2121,1,1,0
eval_00108.png,112.04,1,0.7214,0.8074,0.0697,1,1,0
eval_00109.png,154.91,1,0.9306,0.6293,-0.0424,0,1,0
eval_00110.png,128.56,1,0.7327,0.5366,0.1673,1,1,0
eval_00111.png,97.9,1,0.5719,0.515,-0.0077,0,1,0
eval_00112.png,90.26,1,0.7992,0.6549,0.0742,1,1,0
eval_00113.png,231.98,0,0.1575,0.2964,-0.0379,0,0,0
eval_00114.png,139.4,1,0.833,0.7064,-0.0256,0,1,0
eval_00115.png,101.16,1,0.6941,0.5428,0.0525,1,1,0
eval_00116.png,169.79,1,0.7827,0.4492,0.0574,1,1,0
eval_00117.png,245.21,1,0.762,0.5804,0.0221,1,1,0
eval_00118.png,161.98,1,0.6875,0.4331,-0.0912,0,1,0
eval_00119.png,162.83,1,0.6846,0.6248,0.0123,1,1,0
eval_00120.png,98.31,1,0.7842,0.7085,0.1493,1,1,0
eval_00121.png,68.17,1,0.8361,0.6533,0.056,1,1,0
eval_00122.png,113.5,1,0.4706,0.5739,0.0198,1,1,0
eval_00123.png,140.06,1,0.7411,0.3828,0.044,1,1,0
eval_00124.png,117.72,1,0.696,0.5827,0.014,1,1,0
eval_00125.png,119.99,1,0.6681,0.6261,-0.0223,0,1,0
eval_00126.png,149.94,1,0.3257,0.2951,-0.0012,0,1,0
eval_00127.png,142.91,1,0.7334,0.5278,0.0827,1,1,0
eval_00128.png,117.9,1,0.6437,0.6352,0.0382,1,1,0
eval_00129.png,300.4,0,0.0834,0.1423,-0.0625,0,0,0
eval_00130.png,179.12,1,0.6728,0.4839,0.0624,1,1,0
eval_00131.png,212.06,1,0.7358,0.58,-0.096,0,1,0
eval_00132.png,82.48,0,0.4151,0.6612,-0.0044,0,1,1
eval_00133.png,174.17,1,0.897,0.7369,0.0381,1,1,0
eval_00134.png,119.88,1,0.3613,0.2891,0.1968,1,1,0
eval_00135.png,129.68,1,0.6237,0.5922,0.0522,1,1,0
eval_00136.png,338.77,0,0.0926,0.2043,-0.2969,0,0,0
eval_00137.png,306.66,0,0.3009,0.3351,-0.0391,0,0,0
eval_00138.png,39.61,1,0.8485,0.7868,-0.0503,0,1,0
eval_00139.png,229.46,1,0.7542,0.6143,-0.0219,0,1,0
eval_00140.png,107.33,1,0.6796,0.5958,0.0927,1,1,0
eval_00141.png,0.34,0,0.2093,0.2873,-0.0208,0,0,0
eval_00142.png,121.67,1,0.7548,0.7278,0.0902,1,1,0
eval_00143.png,220.67,1,0.8313,0.6251,0.0436,1,1,0
eval_00144.png,130.39,1,0.6559,0.6394,-0.0015,0,1,0
eval_00145.png,313.63,0,0.0952,0.3275,0.0022,1,0,0
eval_00146.png,177.34,1,0.7029,0.5864,-0.0273,0,1,0
eval_00147.png,149.69,1,0.7824,0.6637,0.2731,1,1,0
eval_00148.png,286.08,0,0.2596,0.3896,0.0313,1,0,0
eval_00149.png,96.68,1,0.7669,0.7529,0.037,1,1,0
eval_00150.png,153.9,1,0.6237,0.6083,0.1642,1,1,0
eval_00151.png,264.18,0,0.3506,0.2973,-0.0182,0,0,0
eval_00152.png,135.65,1,0.4719,0.4437,0.0347,1,0,1
eval_00153.png,179.6,1,0.7244,0.4777,0.2126,1,1,0
eval_00154.png,231.38,1,0.8172,0.5849,0.018,1,1,0
eval_00155.png,143.34,1,0.7303,0.599,0.335,1,1,0
eval_00156.png,123.29,1,0.5032,0.5025,-0.0083,0,1,0
eval_00157.png,99.65,1,0.6792,0.7398,0.0214,1,1,0
eval_00158.png,328.97,0,0.2107,0.3276,-0.1797,0,0,0
eval_00159.png,139.74,1,0.8248,0.4932,-0.026,0,1,0
eval_00160.png,231.35,1,0.888,0.7138,0.2424,1,1,0
eval_00161.png,177.77,1,0.7531,0.5994,0.0149,1,1,0
eval_00162.png,167.07,0,0.5551,0.7331,-0.0553,0,0,0
eval_00163.png,145.0,1,0.8345,0.5175,0.0549,1,1,0
eval_00164.png,230.94,1,0.9579,0.8666,0.0917,1,1,0
eval_00165.png,50.78,1,0.8148,0.683,0.0333,1,1,0
eval_00166.png,258.14,1,0.4846,0.3204,-0.042,0,0,1
eval_00167.png,7.93,1,0.636,0.6191,0.0555,1,1,0
eval_00168.png,181.84,1,0.8758,0.6369,-0.0007,0,1,0
eval_00169.png,140.12,1,0.7607,0.6943,0.016,1,1,0
eval_00170.png,304.94,0,0.327,0.1866,-0.2771,0,0,0
eval_00171.png,202.82,1,0.8788,0.8174,0.2609,1,1,0
eval_00172.png,127.17,1,0.7495,0.663,0.2965,1,1,0
eval_00173.png,146.89,1,0.7945,0.7145,0.1048,1,1,0
eval_00174.png,83.64,1,0.6751,0.5814,0.0418,1,1,0
eval_00175.png,168.85,1,0.5081,0.3392,0.0155,1,0,1
eval_00176.png,288.25,0,0.1758,0.1621,-0.0671,0,0,0
eval_00177.png,113.86,1,0.5862,0.5718,0.0399,1,1,0
eval_00178.png,112.05,1,0.6346,0.4267,0.0131,1,1,0
eval_00179.png,178.98,1,0.7608,0.7396,0.1866,1,1,0
eval_00180.png,270.33,0,0.2014,0.1739,-0.0729,0,0,0
eval_00181.png,333.79,0,0.1609,0.1617,-0.1838,0,0,0
eval_00182.png,127.85,1,0.8057,0.6894,0.2895,1,1,0
eval_00183.png,353.68,0,0.1537,0.4679,-0.0004,0,0,0
eval_00184.png,342.39,0,0.1016,0.3069,0.0529,1,0,0
eval_00185.png,163.23,1,0.5281,0.5457,-0.0005,0,1,0
eval_00186.png,136.21,1,0.6831,0.5562,0.4217,1,1,0
eval_00187.png,234.48,1,0.8239,0.5819,-0.0218,0,1,0
eval_00188.png,344.36,0,0.2434,0.6202,0.0189,1,0,0
eval_00189.png,16.53,1,0.7629,0.3146,-0.0421,0,1,0
eval_00190.png,41.15,1,0.6094,0.5496,-0.3573,0,1,0
eval_00191.png,146.84,1,0.7777,0.6559,0.1877,1,1,0
eval_00192.png,93.25,1,0.7214,0.7229,-0.1211,0,1,0
eval_00193.png,57.07,1,0.7793,0.7613,-0.1047,0,1,0
eval_00194.png,150.48,1,0.689,0.7156,0.0269,1,1,0
eval_00195.png,95.58,1,0.6733,0.7269,0.0336,1,1,0
eval_00196.png,121.58,1,0.6031,0.6507,0.005,1,1,0
eval_00197.png,270.41,1,0.6512,0.661,0.0903,1,1,0
eval_00198.png,150.26,1,0.7424,0.7939,0.0012,1,1,0
eval_00199.png,147.88,1,0.5551,0.273,0.019,1,0,1
eval_00200.png,235.28,1,0.4689,0.4036,-0.0137,0,0,1
eval_00201.png,68.17,1,0.7867,0.586,-0.0175,0,1,0
eval_00202.png,136.79,1,0.768,0.6993,0.1376,1,1,0
eval_00203.png,129.18,1,0.6558,0.6778,-0.01,0,1,0
eval_00204.png,175.9,1,0.7053,0.694,0.1089,1,1,0
eval_00205.png,121.48,1,0.7553,0.7119,0.0418,1,1,0
eval_00206.png,112.39,1,0.6227,0.5116,-0.0681,0,1,0
eval_00207.png,117.02,1,0.5205,0.4991,0.1181,1,1,0
eval_00208.png,172.79,1,0.7319,0.6254,0.3318,1,1,0
eval_00209.png,76.65,1,0.6998,0.574,0.0584,1,1,0
eval_00210.png,100.04,1,0.6015,0.6029,-0.0031,0,1,0
eval_00211.png,38.83,1,0.9049,0.8321,-0.1906,0,1,0
eval_00212.png,97.22,1,0.6267,0.6084,-0.024,0,1,0
eval_00213.png,127.25,1,0.8153,0.7277,-0.055,0,1,0
eval_00214.png,153.54,1,0.7666,0.8514,0.0526,1,1,0
eval_00215.png,139.14,1,0.6353,0.6018,0.0205,1,1,0
eval_00216.png,40.4,1,0.8407,0.6409,-0.0041,0,1,0
eval_00217.png,87.48,0,0.4851,0.5402,-0.0814,0,0,0
eval_00218.png,107.3,1,0.7483,0.686,-0.0215,0,1,0
eval_00219.png,96.69,1,0.6681,0.6332,-0.0025,0,1,0
eval_00220.png,228.04,1,0.793,0.6587,0.0216,1,1,0
eval_00221.png,132.38,1,0.5639,0.4428,0.0005,1,0,1
eval_00222.png,140.77,1,0.8068,0.6858,0.0173,1,1,0
eval_00223.png,171.66,1,0.6421,0.4446,-0.059,0,1,0
eval_00224.png,264.95,1,0.4762,0.4993,-0.0321,0,1,0
eval_00225.png,177.1,1,0.6709,0.6763,0.3978,1,1,0
eval_00226.png,86.27,1,0.6702,0.5668,0.0065,1,1,0
eval_00227.png,109.26,1,0.7479,0.6175,-0.0315,0,1,0
eval_00228.png,123.17,1,0.7572,0.7165,0.0961,1,1,0
eval_00229.png,28.76,1,0.8667,0.6333,0.0187,1,1,0
eval_00230.png,136.72,1,0.6686,0.4429,0.124,1,1,0
eval_00231.png,110.86,1,0.6908,0.5985,0.1298,1,1,0
eval_00232.png,104.5,1,0.7732,0.6296,-0.0169,0,1,0
eval_00233.png,30.13,1,0.5974,0.4112,-0.0206,0,0,1
eval_00234.png,327.35,0,0.0645,0.0731,-0.1309,0,0,0
eval_00235.png,13.22,0,0.2113,0.2039,-0.3154,0,0,0
eval_00236.png,172.27,1,0.555,0.3641,0.0197,1,0,1
eval_00237.png,233.71,1,0.7751,0.57,0.1427,1,1,0
eval_00238.png,157.32,1,0.8115,0.6211,-0.0191,0,1,0
eval_00239.png,146.48,1,0.6593,0.6658,0.0192,1,1,0
eval_00240.png,108.84,1,0.6977,0.5611,0.0116,1,1,0
eval_00241.png,147.36,1,0.7065,0.6177,0.1198,1,1,0
eval_00242.png,80.43,1,0.6144,0.7041,0.032,1,1,0
eval_00243.png,101.7,1,0.7498,0.665,-0.015,0,1,0
eval_00244.png,127.96,1,0.8002,0.5821,-0.0182,0,1,0
eval_00245.png,142.23,1,0.7868,0.5272,-0.03,0,1,0
eval_00246.png,147.04,1,0.8647,0.5174,0.0797,1,1,0
eval_00247.png,150.91,1,0.6755,0.4492,-0.0004,0,1,0
eval_00248.png,262.54,0,0.3974,0.4847,0.0136,1,0,0
eval_00249.png,90.81,1,0.7194,0.5216,0.0043,1,1,0
eval_00250.png,345.07,0,0.4786,0.411,0.0256,1,0,0
eval_00251.png,96.36,1,0.8527,0.7981,0.0186,1,1,0
eval_00252.png,164.89,1,0.7876,0.6851,0.2158,1,1,0
eval_00253.png,356.11,0,0.3034,0.483,-0.271,0,0,0
eval_00254.png,176.19,1,0.8054,0.6407,0.0232,1,1,0
eval_00255.png,146.86,1,0.5679,0.4355,0.0572,1,1,0
eval_00256.png,182.77,0,0.4426,0.3253,-0.107,0,0,0
eval_00257.png,92.84,1,0.7158,0.6433,-0.0353,0,1,0
eval_00258.png,98.31,1,0.5898,0.4395,-0.1026,0,0,1
eval_00259.png,171.58,1,0.8209,0.8058,-0.0193,0,1,0
eval_00260.png,100.57,1,0.8036,0.7255,-0.0481,0,1,0
eval_00261.png,117.15,1,0.6257,0.5416,0.016,1,1,0
eval_00262.png,47.91,1,0.8306,0.8264,-0.1401,0,1,0
eval_00263.png,99.16,1,0.8283,0.7509,0.0025,1,1,0
eval_00264.png,58.22,1,0.6166,0.5373,0.0058,1,1,0
eval_00265.png,214.17,1,0.7925,0.7333,0.3527,1,1,0
eval_00266.png,171.57,1,0.4282,0.4375,0.0945,1,1,0
eval_00267.png,165.29,1,0.6473,0.5212,-0.0367,0,1,0
eval_00268.png,153.76,1,0.792,0.7425,0.1021,1,1,0
eval_00269.png,107.79,1,0.6407,0.4417,0.0535,1,1,0
eval_00270.png,117.89,1,0.6272,0.559,-0.0265,0,1,0
eval_00271.png,101.36,1,0.6666,0.5655,0.0904,1,1,0
eval_00272.png,128.87,1,0.6761,0.6512,0.072,1,1,0
eval_00273.png,153.96,1,0.6905,0.6268,0.2034,1,1,0
eval_00274.png,83.15,1,0.8719,0.9252,-0.1982,0,1,0
eval_00275.png,279.24,0,0.3362,0.435,-0.0467,0,0,0
eval_00276.png,46.96,1,0.886,0.7403,-0.0063,0,1,0
eval_00277.png,124.91,1,0.5429,0.4049,-0.0077,0,0,1
eval_00278.png,145.25,1,0.5444,0.3792,0.1343,1,1,0
eval_00279.png,200.93,1,0.4754,0.4465,0.0474,1,1,0
eval_00280.png,119.59,1,0.6348,0.5309,0.0243,1,1,0
eval_00281.png,269.68,0,0.1413,0.1399,-0.0483,0,0,0
eval_00282.png,238.26,1,0.8108,0.7532,-0.0077,0,1,0
eval_00283.png,107.27,1,0.7255,0.5918,0.065,1,1,0
eval_00284.png,169.77,1,0.8297,0.8092,0.3586,1,1,0
eval_00285.png,110.2,1,0.8599,0.8074,0.0563,1,1,0
eval_00286.png,145.63,1,0.7375,0.7419,0.0278,1,1,0
eval_00287.png,125.31,1,0.6635,0.4741,0.0771,1,1,0
eval_00288.png,173.18,1,0.841,0.6369,0.002,1,1,0
eval_00289.png,112.81,1,0.7838,0.5855,-0.0199,0,1,0
eval_00290.png,132.1,1,0.6562,0.6201,0.1279,1,1,0
eval_00291.png,264.14,1,0.6972,0.5888,-0.0142,0,1,0
eval_00292.png,202.25,1,0.9076,0.882,0.2588,1,1,0
eval_00293.png,48.35,1,0.8342,0.6037,-0.1332,0,1,0
eval_00294.png,44.82,1,0.8514,0.843,-0.0549,0,1,0
eval_00295.png,108.5,1,0.5601,0.443,0.0559,1,1,0
eval_00296.png,92.93,1,0.8307,0.7463,0.0034,1,1,0
eval_00297.png,176.11,1,0.8017,0.5529,0.0456,1,1,0
eval_00298.png,333.94,0,0.1208,0.2648,-0.0434,0,0,0
eval_00299.png,238.08,0,0.5006,0.5839,-0.0237,0,1,1
eval_00300.png,162.13,1,0.697,0.5169,-0.0034,0,1,0
eval_00301.png,99.14,1,0.6123,0.5581,0.1446,1,1,0
eval_00302.png,162.19,1,0.4995,0.438,0.0618,1,1,0
eval_00303.png,119.51,1,0.7462,0.6059,0.001,1,1,0
eval_00304.png,188.35,1,0.6793,0.7193,0.0427,1,1,0
eval_00305.png,140.92,1,0.8444,0.7931,0.0353,1,1,0
eval_00306.png,2.03,0,0.3689,0.3329,-0.0178,0,0,0
eval_00307.png,0.41,0,0.4999,0.5936,-0.3351,0,0,0
eval_00308.png,26.39,1,0.8285,0.8199,-0.1535,0,1,0
eval_00309.png,121.45,1,0.8581,0.7319,0.0131,1,1,0
eval_00310.png,158.19,1,0.6241,0.6415,0.2486,1,1,0
eval_00311.png,207.26,1,0.7654,0.7494,0.0095,1,1,0
eval_00312.png,36.01,1,0.5795,0.514,-0.1651,0,0,1
eval_00313.png,35.16,1,0.8082,0.5171,-0.0114,0,1,0
eval_00314.png,178.98,1,0.6127,0.7575,0.0208,1,1,0
eval_00315.png,28.96,1,0.7539,0.5981,0.0171,1,1,0
eval_00316.png,120.75,1,0.4733,0.3745,0.045,1,1,0
eval_00317.png,67.09,1,0.8625,0.8569,-0.1336,0,1,0
eval_00318.png,253.2,1,0.3827,0.4726,0.0045,1,1,0
eval_00319.png,42.79,1,0.8948,0.7607,-0.0699,0,1,0
eval_00320.png,30.48,1,0.8535,0.8092,-0.1,0,1,0
eval_00321.png,117.32,0,0.3287,0.3821,-0.0879,0,0,0
eval_00322.png,129.01,1,0.8474,0.7994,0.0049,1,1,0
eval_00323.png,117.53,1,0.712,0.6672,0.0293,1,1,0
eval_00324.png,172.85,1,0.6524,0.4079,-0.0068,0,1,0
eval_00325.png,168.99,1,0.7563,0.5209,0.1475,1,1,0
eval_00326.png,122.75,1,0.6585,0.6436,-0.0639,0,1,0
eval_00327.png,352.7,0,0.4478,0.6025,-0.0012,0,1,1
eval_00328.png,114.95,1,0.8337,0.7776,0.0929,1,1,0
eval_00329.png,333.38,0,0.0742,0.1251,-0.1489,0,0,0
eval_00330.png,136.76,1,0.5054,0.6107,0.268,1,1,0
eval_00331.png,129.32,1,0.5887,0.469,-0.0242,0,0,1
eval_00332.png,175.98,1,0.6194,0.633,-0.0081,0,1,0
eval_00333.png,222.49,1,0.9264,0.5863,0.0014,1,1,0
eval_00334.png,130.4,1,0.7943,0.6701,-0.0315,0,1,0
eval_00335.png,178.59,1,0.7612,0.7687,0.1198,1,1,0
eval_00336.png,11.32,0,0.6219,0.7054,-0.3035,0,0,0
eval_00337.png,114.1,1,0.7421,0.6169,0.0909,1,1,0
eval_00338.png,109.47,1,0.6013,0.6797,0.0028,1,1,0
eval_00339.png,181.43,1,0.7024,0.5818,-0.0297,0,1,0
eval_00340.png,220.15,1,0.888,0.6225,-0.0111,0,1,0
eval_00341.png,269.31,1,0.4746,0.477,0.0371,1,1,0
eval_00342.png,99.68,1,0.6686,0.6258,-0.0369,0,1,0
eval_00343.png,315.12,0,0.3865,0.4286,0.0038,1,0,0
eval_00344.png,119.52,1,0.6801,0.7157,0.032,1,1,0
eval_00345.png,130.87,1,0.7802,0.7,-0.0145,0,1,0
eval_00346.png,264.36,0,0.4006,0.4529,0.0005,1,0,0
eval_00347.png,105.09,1,0.7666,0.6707,0.0159,1,1,0
eval_00348.png,256.39,0,0.3695,0.3156,-0.1242,0,0,0
eval_00349.png,194.19,1,0.7615,0.6899,-0.0333,0,1,0
eval_00350.png,145.09,1,0.6349,0.5048,0.0795,1,1,0
eval_00351.png,147.47,1,0.6054,0.4065,-0.1481,0,1,0
eval_00352.png,111.52,1,0.7839,0.7422,0.3037,1,1,0
eval_00353.png,299.36,0,0.1901,0.4314,-0.0119,0,0,0
eval_00354.png,319.81,0,0.182,0.3123,0.0347,1,0,0
eval_00355.png,149.4,1,0.7466,0.5673,-0.0392,0,1,0
eval_00356.png,93.98,1,0.6534,0.5548,0.1953,1,1,0
eval_00357.png,307.33,0,0.2163,0.4049,0.0526,1,0,0
eval_00358.png,68.16,1,0.6046,0.6369,-0.0805,0,1,0
eval_00359.png,295.43,0,0.1336,0.3306,0.0982,1,0,0
eval_00360.png,188.83,1,0.689,0.7289,0.0264,1,1,0
eval_00361.png,113.64,1,0.6893,0.6351,-0.0175,0,1,0
eval_00362.png,100.81,1,0.7262,0.6683,-0.0252,0,1,0
eval_00363.png,157.42,1,0.7816,0.6673,0.0854,1,1,0
eval_00364.png,158.84,1,0.8264,0.7102,0.1239,1,1,0
eval_00365.png,147.95,1,0.5494,0.7132,0.3738,1,1,0
eval_00366.png,133.86,1,0.8396,0.6302,0.1412,1,1,0
eval_00367.png,113.1,1,0.7762,0.528,-0.0266,0,1,0
eval_00368.png,157.56,1,0.874,0.6167,0.1076,1,1,0
eval_00369.png,330.11,0,0.3454,0.4246,0.0418,1,0,0
eval_00370.png,128.44,1,0.7847,0.7929,0.0201,1,1,0
eval_00371.png,311.21,0,0.121,0.2689,-0.0033,0,0,0
eval_00372.png,345.5,0,0.1585,0.2553,-0.0484,0,0,0
eval_00373.png,165.45,1,0.827,0.5007,0.016,1,1,0
eval_00374.png,202.97,1,0.911,0.8842,0.1799,1,1,0
eval_00375.png,332.36,0,0.2111,0.3432,0.0502,1,0,0
eval_00376.png,3.45,1,0.7587,0.7191,-0.2432,0,1,0
eval_00377.png,179.26,1,0.6162,0.6409,-0.0086,0,1,0
eval_00378.png,141.39,1,0.552,0.3822,0.007,1,0,1
eval_00379.png,101.17,1,0.5792,0.3898,-0.0312,0,0,1
eval_00380.png,64.97,1,0.7678,0.7674,0.0018,1,1,0
eval_00381.png,180.91,1,0.7762,0.7215,0.4232,1,1,0
eval_00382.png,154.78,1,0.8361,0.8047,0.2908,1,1,0
eval_00383.png,93.35,1,0.7357,0.7275,0.0771,1,1,0
eval_00384.png,155.5,1,0.7581,0.7756,0.11,1,1,0
eval_00385.png,259.02,0,0.7024,0.8671,-0.0306,0,0,0
eval_00386.png,118.9,1,0.6726,0.6252,0.2151,1,1,0
eval_00387.png,158.86,1,0.789,0.7703,0.1506,1,1,0
eval_00388.png,120.51,1,0.8118,0.6278,0.0132,1,1,0
eval_00389.png,134.9,1,0.8427,0.7449,-0.0843,0,1,0
eval_00390.png,45.93,1,0.6398,0.5555,0.0264,1,1,0
eval_00391.png,48.92,1,0.7684,0.6906,0.0227,1,1,0
eval_00392.png,359.58,1,0.7914,0.6294,-0.3278,0,1,0
eval_00393.png,165.95,1,0.8093,0.755,-0.0164,0,1,0
eval_00394.png,138.02,1,0.7796,0.7346,-0.0256,0,1,0
eval_00395.png,138.1,1,0.7785,0.7239,0.1733,1,1,0
